Date,State/UnionTerritory,Sector,GDP_Before_COVID,GDP_During_COVID,GDP_Loss_Percent,Unemployment_Rate_Before,Unemployment_Rate_During,Migration_Effect,Recovery_Factor,Govt_Support_Received,Sector_Impact_Score,Health_Index,Lockdown_Severity,Vaccination_Rate,Urban_Rural_Ratio,Inflation_Rate,Population_Affected,Recovery_Progress,Remarks
27-12-2019,Tripura,Construction,34605.57,21373.17,38.24,6.68,9.085091729,0,0.88,797.03,2,76.65,2,54.38,1.43,7.99,313.1,87.81,Medium Impact
26-01-2020,Kerala,Finance,81667.69,50508.84,38.15,8.66,11.88911183,0,0.59,797.03,8,87.23,3,67.52,0.96,3.8,20.74,26.09,Medium Impact
25-02-2020,Arunachal Pradesh,Manufacturing,8931.37,7522.03,15.78,5.53,9.560705929,1,0.78,797.03,1,71.67,4,56.06,0.65,7.75,89.54,91,Medium Impact
26-03-2020,Goa,Construction,89586.85,68110.66,23.97,6.67,12.68951925,1,0.25,797.03,10,54.72,5,35.54,1.07,5.6,147.38,23.64,Low Impact
25-04-2020,Assam,Trade,55211.65,37504.31,32.07,7.7,18.15744878,1,0.68,797.03,7,42,3,56.89,1.62,3.14,341.99,18.59,Low Impact
25-05-2020,Uttar Pradesh,Agriculture,81912.48,66749.63,18.51,4.89,10.35266051,0,0.9,797.03,5,79.4,3,25.75,0.36,3.36,438.06,68.76,Low Impact
24-06-2020,Haryana,Real Estate,45779.51,31519.21,31.15,4.94,13.48621194,1,0.39,797.03,6,43.44,1,44.03,0.63,7.07,399.45,44.73,Medium Impact
24-07-2020,Tamil Nadu,Trade,64714.19,51911.85,19.78,9.53,18.62314295,1,0.78,797.03,8,75.2,4,28.08,2.85,5.23,91.86,57.77,Medium Impact
23-08-2020,Odisha,Transport,53113.86,38545.95,27.43,8.06,15.92182354,1,0.72,797.03,4,41.78,3,12.29,1.72,8.21,283.14,68.73,High Impact
22-09-2020,Bihar,Manufacturing,73427.36,65221.36,11.18,7.04,12.61241968,0,0.06,797.03,6,35.92,5,32.19,0.38,7.41,15.98,14.76,High Impact
22-10-2020,Odisha,Real Estate,9081.37,8057.39,11.28,7.53,15.30053342,1,0.58,797.03,3,46.32,5,85.2,2.14,3.13,155.96,36.37,High Impact
21-11-2020,Karnataka,Manufacturing,6974.86,5350.22,23.29,3.21,8.632655928,1,0.13,797.03,7,48.52,5,38.11,0.37,7.12,403.19,51.48,High Impact
21-12-2020,Goa,Construction,25463.22,18404.48,27.72,7.33,10.16873739,1,0.97,797.03,2,72.07,1,74.8,2.27,4.15,228.88,33.99,Low Impact
20-01-2021,Kerala,Construction,16794.92,12208.16,27.31,6.57,18.49803978,1,0.81,797.03,8,40.46,2,17.52,2.3,5.54,75.82,14.41,High Impact
19-02-2021,Sikkim,Public Administration,87306.57,77004.4,11.8,6.82,10.09182454,1,0.11,797.03,7,90.47,4,42.44,2.02,6.75,219.84,17.8,Low Impact
21-03-2021,Chhattisgarh,Transport,22702.18,16228.94,28.51,5.52,8.243483838,0,0.12,797.03,8,66.03,3,11.49,2.25,8.24,99.82,82.16,Medium Impact
20-04-2021,Arunachal Pradesh,Public Administration,97610.66,65708.64,32.68,3.57,14.35530749,0,0.59,797.03,2,61.91,4,13.86,0.45,5.74,197.2,92.02,Low Impact
20-05-2021,Maharashtra,Finance,34352.68,21629.85,37.04,4.35,9.368346609,1,0.34,797.03,3,58.26,3,61.74,2.23,7.85,244.43,23.7,Low Impact
19-06-2021,Tripura,Services,19029.67,14526.16,23.67,9.66,18.16296974,1,0.03,797.03,4,66.83,1,60.75,0.58,7.7,175.43,32.43,Low Impact
19-07-2021,Sikkim,Public Administration,79180.15,60869.44,23.13,5.86,11.1500573,1,0.54,797.03,9,31.46,4,21.34,1.15,5.49,468.55,68.7,High Impact
18-08-2021,Assam,Services,66212.07,59214.65,10.57,6.27,12.18454271,0,0.39,797.03,5,94.36,1,47.44,2.84,6.01,281.7,95.88,High Impact
17-09-2021,Haryana,Construction,50321.38,34089.39,32.26,3.37,7.99112972,0,0.1,797.03,6,66.24,1,86.33,1.61,7.2,421.6,36.96,High Impact
17-10-2021,Punjab,Construction,55980.99,41053.49,26.67,3.26,8.690440058,0,0.8,797.03,1,32.29,4,17.42,2.91,3.19,380.6,86.97,Medium Impact
16-11-2021,Uttar Pradesh,Agriculture,72200.98,63749.28,11.71,8.02,14.12700401,0,0.92,797.03,4,68.35,4,1.92,0.45,8.34,330.92,55.54,High Impact
16-12-2021,West Bengal,Public Administration,23617.02,20978.25,11.17,6.77,15.97416069,1,0.76,797.03,4,58.41,3,65.2,1.54,7.62,248.95,96.09,High Impact
15-01-2022,Chhattisgarh,Transport,99637.06,73194.77,26.54,6.56,13.67536194,1,0.82,797.03,10,31.56,5,5.35,0.37,4.5,2.08,22.26,High Impact
14-02-2022,Telangana,Mining,97504.52,74171.05,23.93,4.7,16.13565217,1,0.22,797.03,8,90.09,1,97.99,1.96,8.89,307.12,97.63,Medium Impact
16-03-2022,Uttarakhand,Trade,65382.24,46169.67,29.38,8.21,10.62880394,1,0.26,797.03,8,30.69,2,60.96,0.42,4.08,178.62,49.69,Low Impact
15-04-2022,Goa,Public Administration,20754.7,19227.03,7.36,4.18,11.21068323,0,0.21,797.03,10,67.56,3,47.04,0.69,8.48,59.76,95.76,High Impact
15-05-2022,Delhi,Mining,68342.6,43843.51,35.85,4.33,12.17224789,1,0.77,797.03,6,92.52,3,43,0.92,4.95,222.87,51.28,High Impact
14-06-2022,Himachal Pradesh,Services,8147.64,7551.33,7.32,6.22,17.42196986,0,0.95,797.03,8,45.44,5,57.31,2.3,7.58,368.04,57.71,Medium Impact
14-07-2022,Haryana,Transport,4034.6,3386.45,16.06,5,7.491585236,0,0.72,797.03,9,46.52,5,9.06,0.66,5.74,480.88,82.43,Low Impact
13-08-2022,Goa,Trade,26510.61,20838.67,21.39,4.73,12.46499585,1,0.88,797.03,5,30.03,1,93,2.57,7.42,187.68,75.04,High Impact
12-09-2022,Uttar Pradesh,Trade,46799.67,28614.75,38.86,7.52,18.05629929,0,0.64,797.03,1,34.31,3,62.56,0.57,3.93,271.82,65.76,High Impact
12-10-2022,West Bengal,Public Administration,86958.98,66650.46,23.35,7.56,11.97927728,0,0.39,797.03,1,32.92,3,18.4,0.3,4.62,425.77,47.53,Medium Impact
11-11-2022,Bihar,Trade,72989.74,54210.34,25.73,8.77,19.53292349,1,0.43,797.03,2,83.47,2,56.26,1.31,3.6,167.67,81.32,Low Impact
01-01-2019,Assam,Mining,74527.95,48922.13,34.36,5.92,8.110434093,0,0.08,797.03,2,84.39,1,13.33,2.94,8.19,71.99,95.34,High Impact
31-01-2019,Gujarat,Manufacturing,43123.84,35781.72,17.03,3.51,12.83454629,0,0.03,797.03,5,77.24,1,1.76,0.51,4.78,141.66,10.88,High Impact
02-03-2019,Andhra Pradesh,Services,35247.56,33129.28,6.01,4.92,16.25113221,1,0.7,797.03,7,52.93,5,63.05,0.48,7.17,449.66,62.91,Low Impact
01-04-2019,Haryana,Finance,37732.84,30064.25,20.32,9.86,18.43197662,0,0.44,797.03,7,83.38,1,64.85,2.3,7.92,80.54,87.94,Medium Impact
01-05-2019,Manipur,Agriculture,98777.31,83976.88,14.98,7.17,13.56029244,0,0.55,797.03,4,65.09,2,58.37,1.07,8.41,165.28,68.78,Medium Impact
31-05-2019,Delhi,Trade,4970.81,3101.57,37.6,7.97,10.41881016,1,0.56,797.03,4,49.78,1,18.35,2.21,3.64,232.86,82.07,High Impact
30-06-2019,Karnataka,Services,86836.12,64795.68,25.38,3.05,14.25113813,0,0.28,797.03,10,58.42,4,60.34,0.76,8.36,423.71,90.56,High Impact
30-07-2019,Maharashtra,Services,58288.87,37347.16,35.93,6.63,13.33296223,1,0.48,797.03,3,34.27,4,5.65,1.49,4.18,468.92,77.59,Low Impact
29-08-2019,Himachal Pradesh,Construction,44422.93,36181.52,18.55,3.26,5.549967443,0,0.47,797.03,2,91.42,2,60.92,0.94,7.42,213.48,74.53,Medium Impact
28-09-2019,Uttarakhand,Services,72800.51,67593,7.15,6.98,15.87821071,0,0.39,797.03,3,70.24,5,55.4,1.46,7.37,466.05,96.83,Medium Impact
28-10-2019,Nagaland,Transport,49180.23,40899.37,16.84,9.45,16.26837254,1,0.82,797.03,8,77.53,3,65.53,2.35,3.05,81.57,87.73,Low Impact
27-11-2019,Madhya Pradesh,Construction,87468.9,54832.6,37.31,9.78,13.02345317,1,0.45,797.03,1,73.98,1,89.55,2.33,4.32,79.27,83.38,High Impact
27-12-2019,Manipur,Finance,90169.48,65294.71,27.59,6.78,10.92271809,0,0.6,797.03,4,73.4,5,85.04,1.64,5.95,474.68,17.78,High Impact
26-01-2020,Rajasthan,Real Estate,42750.37,33889.59,20.73,6.21,8.854906805,1,0.9,797.03,7,31.12,5,98.07,2.8,5.52,255.33,31.51,Low Impact
25-02-2020,Andhra Pradesh,Services,28405.95,21052.29,25.89,9.62,17.3629354,0,0.87,797.03,5,64.15,1,97.62,0.94,8.51,93.77,60.11,High Impact
26-03-2020,Assam,Public Administration,59642.68,53187.88,10.82,7.72,15.94029479,1,0.89,797.03,2,83.41,3,77.23,0.87,5.16,244.51,73.86,High Impact
25-04-2020,Maharashtra,Trade,91323.97,80834.03,11.49,3.45,10.50742298,0,0.27,797.03,1,32.89,1,95.64,1.92,8.62,391.82,37.29,High Impact
25-05-2020,Assam,Finance,21855.56,17793.5,18.59,6.26,16.43102133,0,0.03,797.03,6,92.15,3,86.73,1.94,5.76,413.63,18.4,Low Impact
24-06-2020,Punjab,Finance,62673.69,45796.31,26.93,4.68,15.29008821,0,0.26,797.03,5,57.57,2,72.76,0.33,8.79,432.12,38,Medium Impact
24-07-2020,Tamil Nadu,Real Estate,63524.46,43791.71,31.06,6.29,14.44624397,0,0.28,797.03,3,48.84,3,7.54,1.9,7.42,285.22,79.39,Medium Impact
23-08-2020,Madhya Pradesh,Manufacturing,73578.19,46873.43,36.29,6.19,8.317564797,0,0.91,797.03,9,64.57,5,4.9,1.25,7.98,433.61,88.97,Medium Impact
22-09-2020,Arunachal Pradesh,Manufacturing,14025.2,10157.25,27.58,7.08,16.03229656,1,0.65,797.03,3,82.08,2,83.76,2.29,3.63,255.51,92.16,Medium Impact
22-10-2020,Karnataka,Finance,71866.67,53512.67,25.54,5.5,11.67999217,1,0.08,797.03,2,60.86,4,48.97,2.46,6.52,303.92,44.1,Low Impact
21-11-2020,Haryana,Mining,90994.22,76120.12,16.35,4.15,11.80557483,0,0.14,797.03,5,71.93,2,81.46,1.75,3.86,379.6,43.53,Medium Impact
21-12-2020,Karnataka,Trade,18788.63,15601.25,16.96,6.53,15.02080602,0,0.16,797.03,9,62.49,3,31.29,0.2,4.79,213.29,46.6,Low Impact
20-01-2021,Himachal Pradesh,Transport,24516.79,15311.66,37.55,8.81,14.31236614,1,0.63,797.03,8,71.03,2,39.76,1.98,6.74,37.72,43.82,Medium Impact
19-02-2021,Arunachal Pradesh,Real Estate,97168.11,71743.18,26.17,7.65,18.82098505,1,0.74,797.03,6,38.97,2,70.02,2.3,7.36,175.73,69.96,High Impact
21-03-2021,Gujarat,Real Estate,18916.72,12553.56,33.64,5.37,8.709748667,1,0.86,797.03,3,32.51,4,91.53,0.9,3.24,312.35,42.25,Low Impact
20-04-2021,Delhi,Transport,85584.12,56047.71,34.51,9.55,18.26511807,1,0.94,797.03,6,38.9,3,8.78,1.5,6.19,96.97,11.83,Low Impact
20-05-2021,Manipur,Public Administration,49735.51,44242.51,11.04,9.39,11.4335958,1,0.2,797.03,5,48.58,5,86.15,2.9,6.39,75.04,49.51,High Impact
19-06-2021,Andhra Pradesh,Agriculture,25475.88,15659.27,38.53,4.47,15.71651105,0,0.31,797.03,1,46.47,2,79.3,1.03,3.47,147.25,30.17,Low Impact
19-07-2021,Chhattisgarh,Manufacturing,87204.24,65116.63,25.33,3.28,6.405041332,0,0.24,797.03,5,69.99,1,31.55,0.82,6,17.02,12.59,Low Impact
18-08-2021,Manipur,Real Estate,45085.22,29705.36,34.11,8.19,11.1388423,1,0.36,797.03,7,59.63,5,35.52,0.79,7.28,371.97,52.38,Medium Impact
17-09-2021,Bihar,Transport,51966.92,47173.78,9.22,8.79,14.12007633,1,0.91,797.03,9,32.52,2,4.65,1.76,3.32,130.1,28.54,Low Impact
17-10-2021,Punjab,Manufacturing,36564.1,29067.15,20.5,9.78,15.51566286,1,0.58,797.03,1,32.27,5,1.57,2.86,7.56,62.99,50.75,Low Impact
16-11-2021,Arunachal Pradesh,Mining,59702.13,40656.15,31.9,9.23,13.37300072,1,0.74,797.03,3,35.89,1,47.7,1.9,6.46,349.87,35,Low Impact
16-12-2021,Delhi,Finance,17188.86,13335.97,22.42,7.2,15.05121661,1,0.49,797.03,8,52.95,5,9.55,1.05,8,421.62,64.33,Low Impact
15-01-2022,Delhi,Construction,39717.07,33998.62,14.4,6.71,13.13914098,1,0.03,797.03,6,30.4,5,19.4,1.99,4.31,10.92,99.18,Medium Impact
14-02-2022,Madhya Pradesh,Finance,96971.82,90701.75,6.47,3.19,5.53175589,1,0.06,797.03,5,62.11,1,84.68,1.95,8,117.57,59.25,Low Impact
16-03-2022,Haryana,Construction,26555.21,17982.02,32.28,4.73,9.926520623,1,0.54,797.03,10,53.44,1,57.1,1.87,3.57,472.67,68.22,Low Impact
15-04-2022,Assam,Real Estate,66016.93,60086.21,8.98,6.22,16.32432914,1,0.72,797.03,2,66.1,1,63.36,0.65,5.42,193.24,92.73,Low Impact
15-05-2022,Gujarat,Trade,33193.82,30770.88,7.3,7.4,16.29701535,0,0.22,797.03,3,76.85,4,18.75,1.98,4.2,469.36,43.66,Low Impact
14-06-2022,Kerala,Transport,77573.84,71425.9,7.93,6.9,16.14870854,1,0.72,797.03,2,46.31,1,82.87,1.4,8.26,137.83,24.99,Medium Impact
14-07-2022,West Bengal,Trade,13956.49,11477.75,17.76,8.2,17.18116924,1,0.81,797.03,1,40.21,5,86.8,0.25,7.23,109.82,35.45,Medium Impact
13-08-2022,Uttarakhand,Transport,97012.28,79592.49,17.96,4.96,10.06973021,0,0.41,797.03,7,48.07,1,52.33,1.71,3.15,107.84,46.25,Medium Impact
12-09-2022,Chhattisgarh,Mining,45925.16,34036.23,25.89,6.95,9.946639221,0,0.75,797.03,3,30.11,2,91.26,2.97,3.06,43.53,68.05,Low Impact
12-10-2022,Meghalaya,Public Administration,24369,21038.71,13.67,3.62,8.34467184,0,0.4,797.03,7,37.8,1,84.48,1.18,4.75,448.32,10.41,High Impact
11-11-2022,Gujarat,Services,8276.18,6504.69,21.4,5.9,16.217853,1,0.68,797.03,7,78.8,1,73.13,2.9,3.86,489.94,86.8,High Impact
01-01-2019,Sikkim,Public Administration,17806.03,14905.49,16.29,8.25,20.05470798,1,0.76,797.03,8,44.48,3,73.41,0.47,6.78,477.3,16.85,Medium Impact
31-01-2019,Tamil Nadu,Real Estate,52457.62,39341.13,25,7.85,14.78847015,1,0.99,797.03,1,94.63,5,10.54,2.25,6.98,426.16,91.06,Medium Impact
02-03-2019,Bihar,Transport,34363.31,29415.81,14.4,9.93,12.02700355,1,0.35,797.03,5,40.91,5,27.08,0.52,8.65,423.6,95.45,Medium Impact
01-04-2019,Goa,Agriculture,83059.45,73803.72,11.14,4.95,8.350448121,0,0.41,797.03,10,81.27,2,6.68,0.97,8.71,330.88,99.11,Medium Impact
01-05-2019,Nagaland,Agriculture,43657.86,28432.3,34.87,6.49,11.71080575,1,0.17,797.03,9,75.83,4,0.87,1.8,6.95,413.28,82.86,Medium Impact
31-05-2019,Sikkim,Manufacturing,25622.71,22843.3,10.85,5.31,13.09585349,1,0.2,797.03,7,50.94,3,15.83,1.86,3.03,104.96,22.77,High Impact
30-06-2019,Punjab,Real Estate,62097.35,49001.25,21.09,6.08,8.830936458,0,0.69,797.03,1,51.5,2,88.05,2.37,5.15,194.57,73.56,Medium Impact
30-07-2019,Odisha,Agriculture,70970.94,63563.92,10.44,9,20.43357299,1,0.92,797.03,8,66.63,2,23.99,1.92,6.08,320.78,28.3,High Impact
29-08-2019,Nagaland,Manufacturing,17537.15,13169.62,24.9,7.79,13.44083673,1,0.39,797.03,3,85.4,5,97.02,1.86,6,437.51,90.74,High Impact
28-09-2019,Chhattisgarh,Services,17594.3,12890.71,26.73,9.18,20.30584218,1,0.18,797.03,4,55.1,3,59.73,2.75,6.62,330.57,38.49,Low Impact
28-10-2019,Bihar,Real Estate,4630.47,4261.29,7.97,4.42,14.22521803,1,0.29,797.03,4,33.98,5,23.73,1.47,8.76,419.67,39.41,High Impact
27-11-2019,Arunachal Pradesh,Real Estate,73903.8,50839.11,31.21,9.11,18.66437273,0,0.46,797.03,10,54.34,4,49.71,0.83,8.31,237.5,92.59,Medium Impact
27-12-2019,Maharashtra,Agriculture,66716.65,59743.05,10.45,3.42,11.4871958,0,0.29,797.03,8,43.48,5,21.91,0.65,3.65,358.93,11.19,Medium Impact
26-01-2020,Andhra Pradesh,Finance,47988.46,36922.67,23.06,9.22,17.48783817,0,0.23,797.03,1,91.05,1,98.4,1.32,4.6,490.01,27.46,Medium Impact
25-02-2020,Meghalaya,Construction,84572.87,65961.21,22.01,5.3,13.68003235,0,0.74,797.03,8,75.32,5,84.73,2.2,8,77.59,47.97,Low Impact
26-03-2020,Andhra Pradesh,Services,80761.35,57176.12,29.2,5.2,13.48721387,1,0.01,797.03,9,33.3,1,2.62,0.32,7.95,463.53,73.06,High Impact
25-04-2020,Arunachal Pradesh,Trade,58950.08,47193.36,19.94,6.58,14.11728231,1,0.54,797.03,9,49.04,2,94.78,0.56,4.65,261.66,68.28,Low Impact
25-05-2020,Jharkhand,Services,86958.86,62073.31,28.62,9.58,21.44414018,1,0.79,797.03,5,33.26,4,72.11,0.5,7.38,321.97,70.25,Medium Impact
24-06-2020,Jharkhand,Trade,21378.28,13120.8,38.63,3.33,12.65290567,0,0.27,797.03,4,83.95,1,8.24,1.84,7.03,439.06,89.2,Medium Impact
24-07-2020,Tripura,Manufacturing,12080.04,8398.04,30.48,5.47,15.23946388,0,0.6,797.03,4,88.91,4,67.06,0.88,5.84,205.42,20.89,Medium Impact
23-08-2020,Delhi,Transport,27705.21,16684.98,39.78,9,19.72462815,0,0.67,797.03,9,37.3,5,64.69,0.67,4.21,209.93,56.99,High Impact
22-09-2020,Sikkim,Trade,6651.6,6268.63,5.76,5.77,9.926397627,1,0.66,797.03,8,58.62,5,21.88,1.86,8.33,264.06,75.29,Medium Impact
22-10-2020,Gujarat,Manufacturing,53585.78,50264.08,6.2,4.39,7.228041591,1,0.45,797.03,10,90.57,2,75.84,2.33,7.07,10.53,67.25,Medium Impact
21-11-2020,Haryana,Transport,93723.96,69196.81,26.17,5.97,12.79894437,0,0.35,797.03,10,39.44,5,8.71,1.13,4.01,248.84,50.35,Low Impact
21-12-2020,Assam,Services,4895.01,4184.89,14.51,5.7,12.84080696,0,0.84,797.03,7,48.97,1,48.94,1.82,7.23,146.25,11.54,High Impact
20-01-2021,Delhi,Agriculture,13088.88,9437.5,27.9,9.41,19.7018178,1,0.76,797.03,3,49.78,2,0.99,0.47,7.45,464.05,15.44,High Impact
19-02-2021,Telangana,Finance,45767.7,38210.66,16.51,8.33,14.76783579,1,0.32,797.03,4,31.95,4,96.87,2.82,8.32,44.78,20.7,Low Impact
21-03-2021,Odisha,Trade,93453.63,82416.8,11.81,6.54,14.24853026,1,0.1,797.03,9,32.36,2,75.16,1.14,4.34,230.2,40.89,Medium Impact
20-04-2021,Assam,Construction,32299.45,30082.57,6.86,9.92,17.19070939,0,0.07,797.03,8,91.93,4,15.89,2.99,8.93,473.79,20.59,High Impact
20-05-2021,Goa,Finance,51216.25,37903.83,25.99,6.26,8.642027838,0,0.09,797.03,1,67.12,3,34.17,2.94,3.92,450.62,48.35,Medium Impact
19-06-2021,Assam,Manufacturing,5115.71,4471.92,12.58,3.41,11.56214897,0,0.58,797.03,3,49.93,1,16.06,2.38,6.6,350.97,26.08,Low Impact
19-07-2021,Kerala,Manufacturing,15685.98,10871.56,30.69,4.84,15.12043286,0,0.05,797.03,10,54.61,1,76.66,0.26,6.94,295.09,80.12,Medium Impact
18-08-2021,Haryana,Agriculture,98676.38,93408.67,5.34,6.05,9.625005481,1,0.34,797.03,2,76.46,4,5.89,1.72,5.51,141.08,88.43,Medium Impact
17-09-2021,Odisha,Construction,96546.75,58798.84,39.1,4.1,12.04331734,1,0.75,797.03,2,53.82,5,84.04,0.44,5.85,184.11,45.07,High Impact
17-10-2021,Sikkim,Real Estate,1489.06,1207.98,18.88,9.63,17.56610544,1,0.29,797.03,8,44.8,5,94.22,2.71,8.35,45.98,56.02,High Impact
16-11-2021,West Bengal,Manufacturing,95229.37,79119.14,16.92,8.37,12.01184964,0,0.76,797.03,6,36.62,3,67.66,2.41,6.87,393.27,95.81,Low Impact
16-12-2021,Manipur,Services,64272.87,54041.65,15.92,4.88,8.114635737,1,0.75,797.03,6,77.38,4,21.3,2.92,5.98,162.61,58.2,Low Impact
15-01-2022,Madhya Pradesh,Public Administration,86923.91,55816.94,35.79,7.14,18.94051943,1,0.25,797.03,4,41.74,3,36.01,1.9,3.77,334.22,99.56,Low Impact
14-02-2022,Jharkhand,Construction,46019.25,42728.2,7.15,8.05,13.9871917,1,0.73,797.03,1,34.53,4,47.72,1.66,3.04,179.44,22.79,Medium Impact
16-03-2022,Kerala,Mining,52044.01,34526.73,33.66,9.59,13.86421729,1,0.75,797.03,7,57.75,3,60.46,1.65,3.75,232.7,87.6,Medium Impact
15-04-2022,Madhya Pradesh,Real Estate,49395.81,40403.98,18.2,9.17,12.88324544,1,0.4,797.03,8,32.57,4,66.87,1.28,8.74,277.95,54.75,High Impact
15-05-2022,Sikkim,Agriculture,67019.56,45435.01,32.21,6.61,15.28601714,0,0.21,797.03,2,92.72,1,55.42,1.51,7.58,401.12,12.04,Medium Impact
14-06-2022,Goa,Agriculture,14825.47,10489.4,29.25,8.42,16.51445297,1,0.52,797.03,2,70.77,3,35.13,1.98,8.8,106.37,97.5,High Impact
14-07-2022,Punjab,Transport,3967.39,3139.24,20.87,6.94,15.37552123,1,0.92,797.03,1,39.93,3,89.09,2.81,3.21,199.98,96.85,Medium Impact
13-08-2022,Uttar Pradesh,Manufacturing,31485.06,23488.41,25.4,6.87,9.750060275,0,0.64,797.03,4,41.21,4,8.14,1.87,7.08,65.91,44.49,Low Impact
12-09-2022,Odisha,Finance,70763.4,46426.38,34.39,3.8,14.73534583,0,0.17,797.03,6,67.04,2,46.63,2.6,3.27,38.8,95.87,High Impact
12-10-2022,Meghalaya,Services,20983.49,13845.49,34.02,3.88,9.772663968,1,0.68,797.03,5,53.18,2,77.56,2.62,7.69,302.73,22.69,Low Impact
11-11-2022,Delhi,Real Estate,67669.81,50505.41,25.36,6.71,11.84369406,1,0.43,797.03,4,80.33,1,6.09,1.65,5.29,95.36,71.21,Low Impact
01-01-2019,Manipur,Manufacturing,97021.29,83928.17,13.5,4.88,11.50361447,1,0.59,797.03,4,65.48,5,70.53,1.17,3.57,30.84,27.27,Low Impact
31-01-2019,Nagaland,Construction,10296.17,9413.66,8.57,3.15,9.050660657,1,0.73,797.03,10,58.17,5,81.97,1.99,6.41,448.65,32.2,Low Impact
02-03-2019,Kerala,Finance,67587.61,42542.66,37.06,8.06,18.69577003,0,0.51,797.03,7,92.59,1,66.08,1.45,4.68,267.62,80.14,Medium Impact
01-04-2019,Kerala,Manufacturing,44931.27,33140.69,26.24,3.23,14.52260975,1,0.81,797.03,7,55.4,5,1.29,0.43,6.96,68.18,43.96,Medium Impact
01-05-2019,Tripura,Manufacturing,86946.08,55218.23,36.49,7.17,12.20453216,0,0.72,797.03,2,56.04,4,18.01,1.26,6.95,27.66,10.64,Low Impact
31-05-2019,Nagaland,Manufacturing,18537.83,11230.35,39.42,6.77,17.40935807,1,0.62,797.03,7,73.28,2,34.21,2.98,7.23,60.81,47.28,Low Impact
30-06-2019,Arunachal Pradesh,Transport,69569.97,57854.49,16.84,9.78,19.5952313,1,0.15,797.03,2,82.62,1,23.37,0.34,8.95,236.2,30.53,Low Impact
30-07-2019,Himachal Pradesh,Transport,83973.41,68090.45,18.91,6.39,17.69807672,1,0.84,797.03,4,70.7,4,96.27,2.15,5.32,334.56,71.5,Medium Impact
29-08-2019,Gujarat,Trade,94516.81,62102.9,34.29,3.45,7.907503122,0,0.94,797.03,1,75.41,1,65.16,2.56,5.79,321,27.5,Medium Impact
28-09-2019,Delhi,Services,68641.55,46802.18,31.82,6.86,14.6295915,1,0.14,797.03,5,54.24,2,29.7,2.02,7.83,73.07,85.8,High Impact
28-10-2019,Uttar Pradesh,Finance,50220.3,30548.89,39.17,8.89,13.63544585,1,0.49,797.03,1,61.17,5,92.97,1.8,6.47,317.11,34.04,High Impact
27-11-2019,Gujarat,Services,62166.88,55467.25,10.78,9.98,20.2209449,0,0.26,797.03,4,42.81,4,74.06,2.18,3.22,203.03,45.37,High Impact
27-12-2019,Chhattisgarh,Services,87021.59,81899.65,5.89,6.01,8.063241906,1,0.75,797.03,9,74.22,2,28.46,1.4,8.06,232.91,36.82,High Impact
26-01-2020,Jharkhand,Manufacturing,57490.36,37219.88,35.26,5.24,12.88819163,0,0.72,797.03,8,44.39,1,37.89,0.46,3.31,400.91,67.95,Medium Impact
25-02-2020,Odisha,Mining,4008.32,2729.73,31.9,9.35,14.74203431,1,0.14,797.03,6,30.08,3,19.94,2.89,4.02,166.92,19.1,High Impact
26-03-2020,Sikkim,Public Administration,93163.92,84214.9,9.61,4.34,9.566837071,0,0.88,797.03,8,90.69,4,97.11,1.41,3.61,74.35,53.03,Low Impact
25-04-2020,Karnataka,Agriculture,69263.15,64017.32,7.57,7.31,15.75906324,0,0.18,797.03,5,49.89,1,51.73,2.06,3.47,436.85,40.1,Medium Impact
25-05-2020,Sikkim,Public Administration,67974.83,50768.33,25.31,5.84,16.35484449,0,0.8,797.03,7,42.78,1,89.61,1.69,3.15,106.85,89.57,Low Impact
24-06-2020,Sikkim,Services,22351.84,13807.13,38.23,3.29,11.38195391,1,0.46,797.03,8,47.43,2,34.65,0.35,3.33,147.72,16.61,Medium Impact
24-07-2020,Haryana,Real Estate,66229.66,40650.91,38.62,5.43,15.96172979,0,0.33,797.03,7,51.48,1,86.08,2.87,5.65,353.59,84.67,Medium Impact
23-08-2020,Karnataka,Transport,39992.58,32029.36,19.91,4.86,9.505971119,0,0.16,797.03,4,60.85,4,5.39,2.42,4.52,342.09,25.09,Low Impact
22-09-2020,Chhattisgarh,Construction,65472.06,48286.51,26.25,7.8,14.99501855,1,0.17,797.03,5,34.51,4,98.21,0.62,3.76,400.4,17.97,Low Impact
22-10-2020,Haryana,Services,11552.71,7047.48,39,9.64,16.14536539,0,0.66,797.03,10,33.42,1,91.2,2.95,6.95,92.75,28.21,Medium Impact
21-11-2020,Maharashtra,Finance,66126.69,53175.01,19.59,4.88,6.996448995,1,0.55,797.03,6,49.04,2,36.32,2.26,4.36,176.79,19.24,High Impact
21-12-2020,Meghalaya,Public Administration,99941.96,60360.54,39.6,8.68,16.24812143,1,0.12,797.03,6,49.22,4,77.47,1.52,3.11,63.82,56.89,Medium Impact
20-01-2021,Gujarat,Real Estate,5772.99,5054.72,12.44,3.39,12.00524324,0,0.11,797.03,9,37.65,3,75.23,1.91,5.51,270.98,98.94,High Impact
19-02-2021,Punjab,Construction,97740.24,69126.93,29.27,6.77,14.68914404,0,0.07,797.03,10,56.31,5,90.13,0.5,4.86,146.99,13.09,High Impact
21-03-2021,Sikkim,Manufacturing,41283.89,25352.04,38.59,3.49,12.85279899,1,0.74,797.03,2,48.46,2,30.73,1.77,4.91,344.78,51.5,High Impact
